"iso_a3","country_name","centroid_lon","centroid_lat","study_count","gdp_year","gdp_current_usd"
"MSR","Montserrat",-62.1851854562498,16.739414055259,0,NA,NA
"MNP","N. Mariana Is.",145.619696512969,15.8292756276934,0,2022,1.096e+09
"NRU","Nauru",166.932568234127,-0.51912638952226,0,2024,162588620.632234
"NIU","Niue",-169.869946818617,-19.0494570812529,0,NA,NA
"NFK","Norfolk Island",167.949216782131,-29.0514609043833,0,NA,NA
"PLW","Palau",134.40807965523,7.28742783602728,0,2023,276733062.744141
"PSE","Palestine",35.1962870548885,31.9161389263999,0,2024,13711100000
"PCN","Pitcairn Is.",-128.317042024213,-24.3650053460374,0,NA,NA
"RWA","Rwanda",29.9198851524163,-1.99033831692518,0,2024,14251642235.0968
"SSD","S. Sudan",30.2479000185772,7.30877944922342,0,2015,11997800760.2242
"SHN","Saint Helena",-9.54779415869766,-12.4035595077562,0,NA,NA
"LCA","Saint Lucia",-60.969699225277,13.8947948145343,0,2024,2549062962.96296
"WSM","Samoa",-172.164850640267,-13.7532434638074,0,2024,1175749785.65113
"SMR","San Marino",12.4592233358359,43.9418674676613,0,2023,2027527227.831
"SYC","Seychelles",55.4760327912438,-4.66099093522365,0,2024,2167239562.46013
"SLE","Sierra Leone",-11.7927124667897,8.5632959303759,0,2024,6971127235.3123
"SXM","Sint Maarten",-63.0571336269789,18.0508172793329,0,2024,1797836665.95136
"SLB","Solomon Is.",159.63287667837,-8.92178021692273,0,2024,1583964703.75061
"SOM","Somalia",45.7071448699436,4.75062876054847,0,2024,1.1967e+10
"BLM","St-Barthélemy",-62.8406777884201,17.898804511168,0,NA,NA
"MAF","St-Martin",-63.0597285144449,18.0888861094623,0,2021,649206262.847519
"KNA","St. Kitts and Nevis",-62.6875526495843,17.2645995046674,0,2024,1122388888.88889
"SPM","St. Pierre and Miquelon",-56.3031977882145,46.9191878928615,0,NA,NA
"VCT","St. Vin. and Gren.",-61.2012969496937,13.2247226899661,0,2024,1157207407.40741
"SUR","Suriname",-55.9123456950545,4.13055412990106,0,2024,4416775112.09627
"SWZ","Swaziland",31.4819369011157,-26.5584304501743,0,2024,4858885840.77236
"STP","São Tomé and Principe",6.72429657927255,0.44391444930847,0,2024,822154621.088897
"TJK","Tajikistan",71.0136263090644,38.5304538962996,0,2024,14204575548.5536
"TON","Tonga",-174.809873409786,-20.4284317425376,0,2023,591139749.44287
"TKM","Turkmenistan",59.3710002061454,39.1155413741942,0,2024,51387209872.2994
"TCA","Turks and Caicos Is.",-71.9738788144275,21.8304757170995,0,2024,1745378000
"VIR","U.S. Virgin Is.",-64.8030153752393,17.9550062393725,0,2022,4.672e+09
"VAT","Vatican",12.4338717661035,41.9017498529201,0,NA,NA
"ESH","W. Sahara",-12.2198275485142,24.2295673865055,0,NA,NA
"WLF","Wallis and Futuna Is.",-177.348348251405,-13.887370390337,0,NA,NA
