iso_a3,name,data_status,country_name_x,country_key,country_name_y,priority_score,source,country_name,study_count,overlap_status
KNA,St. Kitts and Nevis,0,St. Kitts and Nevis,st. kitts and nevis,St. Kitts and Nevis,170.0,WB_TPROB80,St. Kitts and Nevis,0.0,Understudied + priority area
KNA,St. Kitts and Nevis,0,St. Kitts and Nevis,st. kitts and nevis,St. Kitts and Nevis,6758.0,WB_TOTAL,St. Kitts and Nevis,0.0,Understudied + priority area
SPM,St. Pierre and Miquelon,0,St. Pierre and Miquelon,st. pierre and miquelon,Saint-Pierre-et-Miquelon (Fr.),0.0,WB_SMALL50XENDEMIC100,St. Pierre and Miquelon,0.0,Understudied + priority area
SPM,St. Pierre and Miquelon,0,St. Pierre and Miquelon,st. pierre and miquelon,Saint-Pierre-et-Miquelon (Fr.),66.0,WB_TPROB80,St. Pierre and Miquelon,0.0,Understudied + priority area
SPM,St. Pierre and Miquelon,0,St. Pierre and Miquelon,st. pierre and miquelon,Saint-Pierre-et-Miquelon (Fr.),3647.0,WB_TOTAL,St. Pierre and Miquelon,0.0,Understudied + priority area
VCT,St. Vin. and Gren.,0,St. Vin. and Gren.,st. vin. and gren.,St. Vincent and the Grenadines,8.0,WB_SMALL50XENDEMIC100,St. Vin. and Gren.,0.0,Understudied + priority area
VCT,St. Vin. and Gren.,0,St. Vin. and Gren.,st. vin. and gren.,St. Vincent and the Grenadines,132.0,WB_TPROB80,St. Vin. and Gren.,0.0,Understudied + priority area
VCT,St. Vin. and Gren.,0,St. Vin. and Gren.,st. vin. and gren.,St. Vincent and the Grenadines,6748.0,WB_TOTAL,St. Vin. and Gren.,0.0,Understudied + priority area
SUR,Suriname,0,Suriname,suriname,Suriname,73.0,WB_SMALL50XENDEMIC100,Suriname,0.0,Understudied + priority area
SUR,Suriname,0,Suriname,suriname,Suriname,196.0,WB_TPROB80,Suriname,0.0,Understudied + priority area
SUR,Suriname,0,Suriname,suriname,Suriname,13996.0,WB_TOTAL,Suriname,0.0,Understudied + priority area
SWZ,Swaziland,0,Swaziland,swaziland,Eswatini,20.0,WB_SMALL50XENDEMIC100,,,Understudied + priority area
SWZ,Swaziland,0,Swaziland,swaziland,Eswatini,100.0,WB_TPROB80,,,Understudied + priority area
SWZ,Swaziland,0,Swaziland,swaziland,Eswatini,10512.0,WB_TOTAL,,,Understudied + priority area
STP,São Tomé and Principe,0,São Tomé and Principe,são tomé and principe,Sao Tome and Principe,172.0,WB_SMALL50XENDEMIC100,São Tomé and Principe,0.0,Understudied + priority area
STP,São Tomé and Principe,0,São Tomé and Principe,são tomé and principe,Sao Tome and Principe,80.0,WB_TPROB80,São Tomé and Principe,0.0,Understudied + priority area
STP,São Tomé and Principe,0,São Tomé and Principe,são tomé and principe,Sao Tome and Principe,4574.0,WB_TOTAL,São Tomé and Principe,0.0,Understudied + priority area
TJK,Tajikistan,0,Tajikistan,tajikistan,Tajikistan,47.0,WB_SMALL50XENDEMIC100,Tajikistan,0.0,Understudied + priority area
TJK,Tajikistan,0,Tajikistan,tajikistan,Tajikistan,60.0,WB_TPROB80,Tajikistan,0.0,Understudied + priority area
TJK,Tajikistan,0,Tajikistan,tajikistan,Tajikistan,4336.0,WB_TOTAL,Tajikistan,0.0,Understudied + priority area
TON,Tonga,0,Tonga,tonga,Tonga,21.0,WB_SMALL50XENDEMIC100,Tonga,0.0,Understudied + priority area
TON,Tonga,0,Tonga,tonga,Tonga,24.0,WB_TPROB80,Tonga,0.0,Understudied + priority area
TON,Tonga,0,Tonga,tonga,Tonga,2123.0,WB_TOTAL,Tonga,0.0,Understudied + priority area
TKM,Turkmenistan,0,Turkmenistan,turkmenistan,Turkmenistan,9.0,WB_SMALL50XENDEMIC100,Turkmenistan,0.0,Understudied + priority area
TKM,Turkmenistan,0,Turkmenistan,turkmenistan,Turkmenistan,47.0,WB_TPROB80,Turkmenistan,0.0,Understudied + priority area
TKM,Turkmenistan,0,Turkmenistan,turkmenistan,Turkmenistan,3581.0,WB_TOTAL,Turkmenistan,0.0,Understudied + priority area
TCA,Turks and Caicos Is.,0,Turks and Caicos Is.,turks and caicos is.,Turks and Caicos Islands,4.0,WB_SMALL50XENDEMIC100,Turks and Caicos Is.,0.0,Understudied + priority area
TCA,Turks and Caicos Is.,0,Turks and Caicos Is.,turks and caicos is.,Turks and Caicos Islands,135.0,WB_TPROB80,Turks and Caicos Is.,0.0,Understudied + priority area
TCA,Turks and Caicos Is.,0,Turks and Caicos Is.,turks and caicos is.,Turks and Caicos Islands,5889.0,WB_TOTAL,Turks and Caicos Is.,0.0,Understudied + priority area
VIR,U.S. Virgin Is.,0,U.S. Virgin Is.,u.s. virgin is.,Virgin Islands (U.S.),19.0,WB_SMALL50XENDEMIC100,U.S. Virgin Is.,0.0,Understudied + priority area
VIR,U.S. Virgin Is.,0,U.S. Virgin Is.,u.s. virgin is.,Virgin Islands (U.S.),218.0,WB_TPROB80,U.S. Virgin Is.,0.0,Understudied + priority area
VIR,U.S. Virgin Is.,0,U.S. Virgin Is.,u.s. virgin is.,Virgin Islands (U.S.),7829.0,WB_TOTAL,U.S. Virgin Is.,0.0,Understudied + priority area
VAT,Vatican,0,Vatican,vatican,,,,Vatican,0.0,Understudied only
ESH,W. Sahara,0,W. Sahara,w. sahara,,,,W. Sahara,0.0,Understudied only
WLF,Wallis and Futuna Is.,0,Wallis and Futuna Is.,wallis and futuna is.,Wallis-et-Futuna (Fr.),18.0,WB_SMALL50XENDEMIC100,Wallis and Futuna Is.,0.0,Understudied + priority area
WLF,Wallis and Futuna Is.,0,Wallis and Futuna Is.,wallis and futuna is.,Wallis-et-Futuna (Fr.),37.0,WB_TPROB80,Wallis and Futuna Is.,0.0,Understudied + priority area
WLF,Wallis and Futuna Is.,0,Wallis and Futuna Is.,wallis and futuna is.,Wallis-et-Futuna (Fr.),1614.0,WB_TOTAL,Wallis and Futuna Is.,0.0,Understudied + priority area
