"code","iso","country","SPI.raw.1980","SPI.raw.1981","SPI.raw.1982","SPI.raw.1983","SPI.raw.1984","SPI.raw.1985","SPI.raw.1986","SPI.raw.1987","SPI.raw.1988","SPI.raw.1989","SPI.raw.1990","SPI.raw.1991","SPI.raw.1992","SPI.raw.1993","SPI.raw.1994","SPI.raw.1995","SPI.raw.1996","SPI.raw.1997","SPI.raw.1998","SPI.raw.1999","SPI.raw.2000","SPI.raw.2001","SPI.raw.2002","SPI.raw.2003","SPI.raw.2004","SPI.raw.2005","SPI.raw.2006","SPI.raw.2007","SPI.raw.2008","SPI.raw.2009","SPI.raw.2010","SPI.raw.2011","SPI.raw.2012","SPI.raw.2013","SPI.raw.2014","SPI.raw.2015","SPI.raw.2016","SPI.raw.2017","SPI.raw.2018","SPI.raw.2019","SPI.raw.2020","SPI.raw.2021","SPI.raw.2022","SPI.raw.2023","SPI.raw.2024"
780,"TTO","Trinidad and Tobago",14.05,14.05,14.05,14.05,14.11,14.11,14.11,14.11,14.11,14.11,14.11,14.11,14.68,14.68,14.68,14.68,14.68,14.68,14.68,14.68,14.68,14.68,14.68,14.68,14.68,15.44,15.44,15.44,15.44,15.44,15.44,15.44,15.44,15.44,15.44,15.44,15.44,15.44,15.44,15.44,15.44,15.44,15.44,15.44,32.86
788,"TUN","Tunisia",1.26,1.26,1.26,1.44,1.44,1.44,1.44,1.51,1.51,1.51,1.51,1.51,1.51,2.11,2.11,2.11,2.11,2.11,2.11,2.11,2.11,2.13,2.13,2.13,2.13,2.13,2.13,13.07,13.07,13.39,13.39,13.39,15.09,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36
792,"TUR","Turkiye",0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.33,0.33,0.33,0.33,0.56,0.56,0.56,0.56,0.57,0.57,0.57,0.65,0.65,0.67,0.73,0.73,0.73,0.74,0.76,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.79,0.79,0.79,0.79
795,"TKM","Turkmenistan",14.12,14.12,14.93,17.07,17.07,17.07,17.51,17.51,17.51,17.86,17.86,17.86,17.86,17.86,17.86,17.86,17.86,17.86,17.86,17.86,17.86,17.87,17.87,17.87,17.87,17.87,17.87,17.87,17.87,17.87,17.87,17.87,17.87,17.87,17.87,17.87,17.87,17.87,17.87,17.87,17.87,17.87,17.87,17.87,18.25
796,"TCA","Turks and Caicos Islands",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
798,"TUV","Tuvalu",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
800,"UGA","Uganda",50.23,50.23,50.45,50.45,50.45,50.45,50.45,50.45,51.17,51.17,51.17,58.73,58.73,59.31,59.31,59.31,59.57,59.57,59.67,59.67,59.78,59.78,62.11,62.11,62.36,62.36,64.97,64.97,69.46,69.46,69.46,69.46,69.46,69.46,69.46,69.46,69.46,69.46,69.46,69.48,69.48,69.48,69.48,69.48,71.96
804,"UKR","Ukraine",2.3,2.51,2.63,2.86,3.38,3.53,3.74,3.76,3.78,3.9,4.23,4.73,4.92,5.24,5.6,6.83,7,7.15,7.18,7.18,7.18,7.18,7.18,7.27,7.33,7.47,7.47,7.49,7.5,7.88,7.91,7.96,7.96,7.97,7.97,7.97,7.97,7.97,7.97,7.97,7.97,7.97,7.97,7.97,64.87
784,"ARE","United Arab Emirates",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.14,0.14,0.14,0.14,2.7,2.7,2.7,2.7,2.7,2.7,3.46,3.46,3.55,8.57,8.57,8.57,8.71,23.14,23.14,23.32,36.95,37.25,37.33,37.33,37.33,37.33,37.33,37.33
826,"GBR","United Kingdom",25.34,25.55,25.62,26.87,27.36,27.81,29.67,31.32,33.25,34.18,35.28,35.69,36.19,36.49,36.92,37.18,37.47,37.72,38.15,38.79,39.21,39.68,40.46,43.1,43.13,43.47,43.76,44.39,44.47,44.48,44.59,44.74,44.75,44.76,56.88,56.89,56.9,56.92,56.96,57.05,57.05,57.05,57.05,57.05,57.05
840,"USA","United States of America",11.41,11.59,11.7,11.85,13.89,14,14.16,14.82,15.38,15.75,16.79,17.19,18.44,18.76,21.53,21.61,22.04,22.2,22.37,22.58,23.43,24.02,24.22,24.91,24.99,25.3,25.51,25.6,25.7,26.17,26.3,26.38,26.48,26.56,26.89,27.02,27.11,27.12,27.13,27.31,27.32,27.33,27.33,27.33,39.88
858,"URY","Uruguay",0,0,0,0,12.14,12.14,12.14,12.14,12.14,12.14,12.14,12.14,12.15,12.15,12.15,12.15,12.15,12.15,12.15,12.15,12.15,12.15,12.15,12.15,12.16,12.16,12.16,12.16,12.88,13.68,14.4,14.5,14.5,14.54,15.35,17.43,17.43,17.44,17.44,18.1,18.27,18.27,18.27,18.27,18.27
860,"UZB","Uzbekistan",1.72,1.72,1.79,2.53,2.53,2.53,2.95,2.95,2.95,2.96,9.74,9.76,11.75,11.75,11.78,11.78,11.78,11.98,15.16,15.16,15.16,15.45,15.45,15.45,15.45,15.46,15.6,15.6,19.65,19.65,19.74,19.74,19.74,19.75,19.75,19.75,24.04,24.04,24.08,24.35,34.11,36.62,36.65,36.65,36.65
548,"VUT","Vanuatu",0,0,0,0,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.1,0.31,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,3.62
862,"VEN","Venezuela",62.69,68.63,68.86,68.86,68.87,68.93,68.98,70.49,71.72,76.15,80.48,83.07,87.18,87.5,87.5,87.5,88.02,88.02,88.02,88.02,88.23,88.29,88.29,88.29,88.29,88.3,88.31,88.33,88.33,88.45,88.45,88.48,88.48,88.48,88.48,88.48,88.56,88.56,88.59,88.61,88.61,88.61,88.61,88.61,88.61
704,"VNM","Viet Nam",1.04,1.04,1.04,1.04,1.04,1.04,2.81,2.81,2.81,2.81,2.81,3.11,3.42,3.65,4.24,5.2,6.94,7.23,8.27,8.67,8.91,13.48,20.69,21.62,25,26.85,29.11,29.62,29.62,29.88,29.89,31.35,31.82,37.3,41.2,41.23,41.29,41.31,41.31,41.48,41.56,41.6,41.62,41.62,41.62
876,"WLF","Wallis and Futuna Islands",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
732,"ESH","Western Sahara",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
887,"YEM","Yemen",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
894,"ZMB","Zambia",86.77,86.9,86.9,87.09,87.23,87.48,87.48,87.5,87.5,87.8,87.8,88.63,88.63,88.63,88.63,88.63,88.63,88.63,88.67,88.67,88.67,88.67,88.67,88.67,88.67,88.84,89.03,90.66,90.66,90.67,90.67,90.68,90.68,90.68,90.68,90.7,90.7,90.7,90.7,90.7,90.7,90.7,90.7,90.7,91.15
716,"ZWE","Zimbabwe",54.82,54.84,54.84,54.9,54.9,54.9,54.9,54.9,54.9,54.91,54.91,54.91,54.91,54.91,54.91,54.91,54.91,54.91,54.91,54.91,54.91,54.91,66.11,66.22,66.22,66.22,66.22,66.22,66.22,66.22,66.22,66.22,66.22,67.64,67.64,67.64,67.64,67.64,67.64,67.64,67.64,67.64,67.64,67.64,72.74
